client_id,age,gender,region,employment_status,education_level,monthly_salary_amd,registration_date,registration_year,tenure_days,tx_count,tx_total_amount,tx_avg_amount,deposit_count,total_deposit_balance,loan_count,total_loan_amount,overdue_loans_count,has_deposit,has_loan,has_card,product_breadth,cluster,pca_1,pca_2,cluster_hc,cluster_dbscan
C00045,25,Male,Yerevan,Employed,Master,152684.0,2025-10-15,2025,77,0.0,0.0,0.0,1.0,737620.0,1.0,507119.0,0.0,1,1,0,2,0,-1.3937967280713741,0.37234055717448084,1,0
C02526,58,Female,Yerevan,Employed,Master,551695.0,2023-09-08,2023,845,54.0,3284724.0,60828.22222222222,2.0,16208921.0,1.0,21317168.0,0.0,1,1,1,3,1,3.8301362392121545,-1.2403204845141924,0,2
C03467,31,Male,Kotayk,Student,Master,198866.0,2021-10-22,2021,1531,24.0,264299.0,11012.458333333334,1.0,567642.0,0.0,0.0,0.0,1,0,1,2,0,-1.1873069945945582,0.09797956560616398,1,0
C01850,47,Male,Yerevan,Self-employed,Vocational,138543.0,2025-06-09,2025,205,24.0,242288.0,10095.333333333334,2.0,417827.0,1.0,572461.0,0.0,1,1,1,3,0,-0.4444035422993149,-0.2816338616584559,1,2
C01379,60,Male,Shirak,Employed,Vocational,63806.0,2024-08-16,2024,502,18.0,209697.0,11649.833333333334,1.0,248376.0,0.0,0.0,0.0,1,0,1,2,0,-0.9841858344165932,-1.4065607250746868,1,0
C04845,30,Male,Yerevan,Employed,Bachelor,518660.0,2025-05-04,2025,241,0.0,0.0,0.0,1.0,1150548.0,2.0,6791326.0,0.0,1,1,0,2,0,0.0003484746190418581,0.016242414357451114,1,0
C03028,30,Male,Yerevan,Employed,Bachelor,491091.0,2022-02-27,2022,1403,42.0,1107165.0,26361.071428571428,0.0,0.0,1.0,8674301.0,0.0,0,1,1,2,2,0.012409650664504831,0.3500603068016486,1,0
C00414,21,Male,Shirak,Employed,Master,301233.0,2021-03-30,2021,1737,156.0,4335289.0,27790.3141025641,2.0,1461098.0,1.0,936439.0,0.0,1,1,1,3,2,-0.09633308763738226,1.8531727132886435,1,2
C02174,47,Male,Yerevan,Employed,Bachelor,351773.0,2024-06-07,2024,572,48.0,2873166.0,59857.625,1.0,1723600.0,1.0,9887220.0,0.0,1,1,1,3,2,0.9559566927810123,0.19607748025569363,0,2
C01408,44,Male,Yerevan,Self-employed,Master,462685.0,2020-03-22,2020,2110,0.0,0.0,0.0,1.0,6815760.0,1.0,1632856.0,0.0,1,1,0,2,0,0.42610605444067357,-1.1418512655122786,1,0
C02125,29,Female,Yerevan,Unemployed,Vocational,235043.0,2024-07-31,2024,518,0.0,0.0,0.0,1.0,2199689.0,2.0,38463672.75,0.0,1,1,0,2,2,1.1953577283655392,0.36554835234744015,0,-1
C00802,32,Female,Yerevan,Employed,Unknown,548917.0,2020-12-23,2020,1834,144.0,6060854.0,42089.26388888889,1.0,1766754.0,1.0,3329396.0,0.0,1,1,1,3,2,1.034849863515934,1.5464613370984237,2,2
C01289,40,Female,Yerevan,Unemployed,Unknown,230593.0,2023-07-02,2023,913,150.0,3028627.0,20190.846666666668,1.0,673680.0,0.0,0.0,0.0,1,0,1,2,0,-0.695974729033685,0.1763355046264328,1,0
C02198,30,Male,Yerevan,Employed,Bachelor,301233.0,2022-10-01,2022,1187,30.0,625818.0,20860.6,0.0,0.0,2.0,1167092.0,0.0,0,1,1,2,0,-0.9186732045294822,0.243352966883336,1,0
C02458,52,Female,Yerevan,Self-employed,Master,301233.0,2024-04-11,2024,629,42.0,2493444.0,59367.71428571428,2.0,14435440.0,0.0,0.0,0.0,1,0,1,2,1,1.0798492007142633,-1.522758924704664,0,0
C01722,42,Female,Shirak,Employed,Master,734326.0,2024-07-06,2024,543,108.0,4340576.0,40190.51851851852,1.0,2867600.0,0.0,0.0,0.0,1,0,1,2,2,0.9085004556039827,0.038570630620708694,2,0
C02334,50,Male,Aragatsotn,Employed,Master,1116130.0,2023-12-16,2023,746,42.0,2325099.0,55359.5,2.0,14327420.0,1.0,3231100.0,0.0,1,1,1,3,1,3.754572154375668,-1.2211200278456638,0,-1
C00257,29,Female,Yerevan,Employed,PhD,306973.0,2022-01-31,2022,1430,30.0,884744.0,29491.466666666667,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.5297291673615294,-0.11076365376638984,1,1
C04540,42,Female,Yerevan,Self-employed,Bachelor,147976.0,2020-11-18,2020,1869,186.0,8031186.0,43178.41935483871,1.0,3911874.0,0.0,0.0,0.0,1,0,1,2,2,-0.11872492956408819,0.9253400936685866,2,0
C01715,35,Male,Aragatsotn,Employed,Bachelor,300214.0,2022-09-10,2022,1208,174.0,7375326.0,42386.93103448276,1.0,3190620.0,1.0,3949396.0,0.0,1,1,1,3,2,0.7735239408920283,1.6488054358060342,2,2
C01152,23,Female,Yerevan,Self-employed,Vocational,234480.0,2020-06-15,2020,2025,192.0,5507648.0,28685.666666666668,1.0,1022800.0,0.0,0.0,0.0,1,0,1,2,2,-0.7830463856229981,1.5832913372817539,2,0
C02317,42,Female,Yerevan,Employed,Master,610650.0,2025-02-26,2025,308,24.0,1844043.0,76835.125,1.0,9001600.0,1.0,3621987.0,0.0,1,1,1,3,1,1.7967807404201612,-0.3738418369798225,0,2
C00648,18,Female,Yerevan,Employed,Bachelor,196015.0,2022-07-31,2022,1249,60.0,1205076.0,20084.6,0.0,0.0,1.0,5385745.0,0.0,0,1,1,2,0,-1.1252782507834056,1.0787327709888967,1,0
C04495,46,Male,Yerevan,Student,Vocational,251311.0,2024-08-25,2024,493,252.0,10357186.0,41099.944444444445,2.0,6057591.0,0.0,0.0,0.0,1,0,1,2,2,0.6227285528660927,1.0214357058988286,2,0
C04245,56,Male,Yerevan,Employed,Secondary,183356.0,2023-04-03,2023,1003,24.0,283522.0,11813.416666666666,1.0,24361.0,0.0,0.0,0.0,1,0,1,2,0,-0.7871967627610623,-1.1989280779127598,1,0
C04217,40,Female,Yerevan,Employed,Secondary,110916.0,2020-07-02,2020,2008,12.0,126988.0,10582.333333333334,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.8549784308439603,-0.7983313843330788,1,1
C03787,30,Male,Yerevan,Unemployed,Unknown,101151.0,2025-11-20,2025,41,162.0,4835728.0,29850.172839506173,1.0,414000.0,2.0,18674826.0,0.0,1,1,1,3,2,0.533516401383014,1.7626213604565715,1,2
C01316,29,Female,Gegharkunik,Employed,Master,186521.0,2025-07-27,2025,157,24.0,296382.0,12349.25,1.0,149865.0,1.0,1529508.0,0.0,1,1,1,3,0,-0.6499331380873766,0.7072539234961623,1,2
C02030,30,Male,Kotayk,Self-employed,Secondary,220048.0,2024-07-14,2024,535,138.0,2876437.0,20843.746376811596,1.0,168290.0,2.0,1237730.0,0.0,1,1,1,3,2,-0.3523082751759936,1.179274566324187,1,2
C03254,36,Male,Yerevan,Self-employed,Secondary,258342.0,2020-11-29,2020,1858,0.0,0.0,0.0,0.0,0.0,2.0,2002300.0,0.0,0,1,0,1,0,-1.469288081883058,-0.6389777303321413,1,1
C02481,41,Female,Yerevan,Self-employed,Vocational,206503.0,2025-09-15,2025,107,0.0,0.0,0.0,0.0,0.0,1.0,5865367.0,1.0,0,1,0,1,0,-1.27802901803087,-0.8573730147196302,1,1
C03728,37,Male,Yerevan,Self-employed,PhD,440044.0,2025-07-22,2025,162,288.0,12484976.0,43350.61111111111,1.0,1498507.0,1.0,3387967.0,0.0,1,1,1,3,2,1.366891729210712,2.675287551664205,2,2
C01351,27,Male,Armavir,Student,Vocational,118083.0,2024-07-05,2024,544,24.0,330022.0,13750.916666666666,1.0,280317.0,0.0,0.0,0.0,1,0,1,2,0,-1.4879038621505898,0.37107462457035656,1,0
C02516,27,Female,Yerevan,Self-employed,Master,299424.0,2022-04-04,2022,1367,72.0,1948635.0,27064.375,1.0,1089068.0,0.0,0.0,0.0,1,0,1,2,0,-0.828979256378799,0.5987959423999313,2,0
C00113,32,Female,Yerevan,Unemployed,Bachelor,333327.0,2020-11-17,2020,1870,0.0,0.0,0.0,1.0,2642000.0,2.0,18174482.0,0.0,1,1,0,2,2,0.38632108992268294,-0.0332396319986979,0,0
C03149,28,Female,Yerevan,Employed,Bachelor,250457.0,2023-11-11,2023,781,156.0,4588608.0,29414.153846153848,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.385488135157124,0.7359115694843559,1,1
C00264,45,Female,Kotayk,Employed,Vocational,849727.0,2024-08-09,2024,509,0.0,0.0,0.0,2.0,17899802.0,0.0,0.0,0.0,1,0,0,1,1,1.876171818688879,-2.5228877353503485,0,1
C01394,44,Male,Syunik,Employed,Vocational,228507.0,2025-06-11,2025,203,6.0,282981.0,47163.5,2.0,15540465.0,1.0,12382088.0,0.0,1,1,1,3,1,1.9416031904910873,-1.0488351714057191,0,-1
C01906,37,Male,Tavush,Unemployed,Vocational,203155.0,2022-04-28,2022,1343,0.0,0.0,0.0,0.0,0.0,2.0,2181187.0,0.0,0,1,0,1,0,-1.5745292817276555,-0.6737669566481749,1,1
C01187,39,Male,Shirak,Self-employed,Bachelor,378324.0,2023-10-19,2023,804,246.0,10280829.0,41791.98780487805,1.0,5381382.0,1.0,10938687.0,0.0,1,1,1,3,2,1.9026823067287078,1.9321699419973652,2,2
C02368,35,Female,Yerevan,Employed,Secondary,145122.0,2021-11-29,2021,1493,114.0,2380909.0,20885.166666666668,1.0,376628.0,2.0,8535160.0,0.0,1,1,1,3,2,-0.04131525963133066,0.8804828393417324,1,2
C00057,30,Female,Armavir,Self-employed,Secondary,169264.0,2023-09-27,2023,826,90.0,1691029.0,18789.21111111111,1.0,560505.0,2.0,25079053.75,1.0,1,1,1,3,2,0.8228967543734352,1.1291792104190572,0,2
C01310,23,Female,Lori,Self-employed,Bachelor,535961.0,2023-08-13,2023,871,144.0,4025057.0,27951.784722222223,1.0,1351200.0,1.0,717506.0,0.0,1,1,1,3,2,0.46864680377878765,1.612581061062752,1,2
C00696,24,Female,Vayots Dzor,Self-employed,Master,301233.0,2022-06-05,2022,1305,108.0,1913182.0,17714.64814814815,0.0,0.0,1.0,8456945.0,0.0,0,1,1,2,2,-0.5170891715831076,0.8986130267563884,1,0
C04213,26,Female,Yerevan,Employed,Vocational,211899.0,2020-05-12,2020,2059,48.0,1025087.0,21355.979166666668,0.0,0.0,1.0,23564470.0,0.0,0,1,1,2,2,0.09041318375651619,0.7654138592342358,0,0
C04763,20,Female,Yerevan,Employed,Master,345470.0,2020-06-25,2020,2015,78.0,1880415.0,24107.884615384617,1.0,1136800.0,1.0,1705676.0,0.0,1,1,1,3,2,-0.1975554344661671,1.4075626225581017,1,2
C01752,27,Male,Lori,Employed,Secondary,435731.0,2025-03-13,2025,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-1.8862669273334907,-0.6790122591137534,1,3
C01925,24,Male,Lori,Employed,Master,637958.0,2024-01-02,2024,729,156.0,6575282.0,42149.243589743586,2.0,4825927.0,2.0,1108038.0,0.0,1,1,1,3,2,1.3244734444723225,1.831587757636927,2,2
C04031,46,Female,Yerevan,Unemployed,Secondary,177139.0,2024-04-24,2024,616,48.0,997268.0,20776.416666666668,1.0,699602.0,1.0,756863.0,0.0,1,1,1,3,0,-0.26862200717604157,-0.09928887459508935,1,2
C00320,24,Female,Lori,Self-employed,Bachelor,241706.0,2020-02-28,2020,2133,36.0,1026532.0,28514.777777777777,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.7763754316850746,0.20784270363909324,1,1
C02338,46,Female,Yerevan,Retired,Bachelor,560963.0,2021-12-26,2021,1466,0.0,0.0,0.0,1.0,3629578.0,0.0,0.0,0.0,1,0,0,1,0,-0.2734916300010054,-1.5311999896417459,0,1
C00683,50,Female,Ararat,Self-employed,Master,413608.0,2025-02-21,2025,313,0.0,0.0,0.0,0.0,0.0,1.0,24797153.75,0.0,0,1,0,1,1,0.4830026679819677,-1.2401863784849678,0,-1
C02331,37,Female,Yerevan,Employed,Secondary,229930.0,2020-05-06,2020,2065,36.0,765255.0,21257.083333333332,0.0,0.0,1.0,1424456.0,0.0,0,1,1,2,0,-0.9293994250984507,-0.07861934847774767,1,0
C04697,24,Female,Kotayk,Retired,Master,167754.0,2023-08-04,2023,880,54.0,976740.0,18087.777777777777,1.0,780923.0,1.0,833329.0,0.0,1,1,1,3,2,-0.7137146229393311,1.075680288692466,1,2
C03566,35,Male,Yerevan,Retired,Bachelor,377945.0,2023-07-26,2023,889,54.0,1450299.0,26857.38888888889,2.0,799570.0,0.0,0.0,0.0,1,0,1,2,0,-0.5495904821027792,0.059708857224468594,1,0
C03524,37,Female,Yerevan,Employed,Bachelor,577145.0,2021-11-02,2021,1520,78.0,3302516.0,42339.94871794872,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-0.5134960662247472,-0.11905726184975378,2,1
C03857,20,Male,Yerevan,Employed,Master,139803.0,2024-09-08,2024,479,228.0,6703344.0,29400.63157894737,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.6412897012263254,1.6427796918341668,2,1
C00287,54,Female,Kotayk,Self-employed,Bachelor,532902.0,2025-12-31,2025,0,54.0,3001482.0,55583.0,1.0,5961349.0,1.0,16025507.0,0.0,1,1,1,3,1,2.3310953213554204,-0.4396313226651963,0,2
C02187,28,Male,Yerevan,Employed,Master,208555.0,2025-11-07,2025,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-2.4227306062216005,-0.6613442648946432,1,3
C04274,28,Female,Yerevan,Self-employed,Master,357074.0,2021-08-07,2021,1607,168.0,4720466.0,28098.011904761905,1.0,225164.0,1.0,1562738.0,0.0,1,1,1,3,2,0.11858369958268548,1.6286075014729875,2,2
C03362,35,Female,Yerevan,Self-employed,Vocational,430133.0,2021-10-14,2021,1539,96.0,4008566.0,41755.895833333336,1.0,2491371.0,0.0,0.0,0.0,1,0,1,2,2,-0.03966190631606694,0.4655945709150771,2,0
C01745,37,Female,Tavush,Employed,Bachelor,443925.0,2022-02-02,2022,1428,18.0,182350.0,10130.555555555555,1.0,233232.0,0.0,0.0,0.0,1,0,1,2,0,-0.5102101301845121,-0.2958871606733086,1,0
C01741,30,Male,Ararat,Self-employed,Master,566032.0,2024-09-28,2024,459,222.0,9745146.0,43897.05405405405,1.0,1558400.0,1.0,146195.0,0.0,1,1,1,3,2,1.1356517032081952,2.405725895259306,2,2
C03516,67,Female,Yerevan,Employed,Vocational,88109.0,2024-10-08,2024,449,24.0,256152.0,10673.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.3687084179338183,-2.213653130128778,1,1
C01836,45,Male,Yerevan,Retired,Master,585111.0,2022-09-17,2022,1201,54.0,3922745.0,72643.42592592593,1.0,11536560.0,2.0,28716243.75,0.0,1,1,1,3,1,3.650103149478625,-0.04213107903606479,0,2
C02099,64,Male,Yerevan,Self-employed,Master,913475.0,2024-07-07,2024,542,18.0,1251781.0,69543.38888888889,1.0,16975560.0,1.0,24797153.75,0.0,1,1,1,3,1,4.944527006161754,-2.1224563332709683,0,-1
C00737,36,Male,Shirak,Self-employed,Master,301233.0,2020-04-09,2020,2092,0.0,0.0,0.0,2.0,6262060.0,0.0,0.0,0.0,1,0,0,1,0,-0.8364342772944718,-1.0888745186679658,1,1
C03351,59,Male,Yerevan,Retired,Secondary,640124.0,2024-03-22,2024,649,48.0,2933034.0,61104.875,1.0,14358400.0,0.0,0.0,0.0,1,0,1,2,1,2.075284549624871,-1.907840516116356,0,0
C00337,49,Male,Yerevan,Self-employed,Master,372148.0,2025-07-24,2025,160,0.0,0.0,0.0,1.0,11907600.0,1.0,3851221.0,0.0,1,1,0,2,1,0.9508950512046553,-1.7031050738245488,0,0
C03502,56,Male,Yerevan,Employed,Bachelor,135254.0,2022-06-03,2022,1307,114.0,2369242.0,20782.824561403508,1.0,128400.0,2.0,1310109.0,0.0,1,1,1,3,0,-0.08938322551180868,-0.29278395565355436,1,2
C04562,30,Male,Yerevan,Employed,Master,301233.0,2021-05-17,2021,1689,324.0,13888474.0,42865.66049382716,1.0,2456486.0,2.0,29876376.75,0.0,1,1,1,3,2,2.608619465340271,3.555792181959487,0,-1
C02657,26,Female,Armavir,Self-employed,Bachelor,394152.0,2023-10-09,2023,814,132.0,5746897.0,43537.09848484849,2.0,7441199.0,2.0,6922456.0,1.0,1,1,1,3,2,1.2981139394600703,1.503248001219208,2,2
C04415,42,Male,Yerevan,Employed,Master,570328.0,2022-12-12,2022,1115,168.0,6947676.0,41355.21428571428,1.0,3759223.0,1.0,523419.0,0.0,1,1,1,3,2,1.4011057510097515,1.0306815414807748,2,2
C01072,36,Male,Yerevan,Employed,Vocational,61612.0,2021-04-30,2021,1706,0.0,0.0,0.0,1.0,346706.0,1.0,283598.0,0.0,1,1,0,2,0,-1.452963229979694,-0.1654005634806967,1,0
C02306,42,Female,Yerevan,Employed,Vocational,585264.0,2022-05-13,2022,1328,162.0,6660262.0,41112.72839506173,0.0,0.0,1.0,6905282.0,0.0,0,1,1,2,2,0.8317928002298934,0.8230864675893959,2,0
C01698,67,Female,Gegharkunik,Employed,Master,577551.0,2020-01-24,2020,2168,30.0,329227.0,10974.233333333334,1.0,349600.0,0.0,0.0,0.0,1,0,1,2,1,0.4314582363592707,-1.9254784343828286,0,0
C03593,20,Unknown,Yerevan,Unemployed,Master,475692.0,2023-02-03,2023,1062,204.0,6067259.0,29741.46568627451,2.0,2387100.0,0.0,0.0,0.0,1,0,1,2,2,-0.06610946660747889,1.6944446884447733,2,0
C03634,30,Male,Shirak,Unemployed,Vocational,271674.0,2022-07-10,2022,1270,0.0,0.0,0.0,1.0,239648.0,2.0,3575669.0,0.0,1,1,0,2,0,-0.880554271918794,0.12666186787302752,1,0
C04123,20,Male,Yerevan,Employed,Master,336840.0,2020-08-16,2020,1963,102.0,2810070.0,27549.70588235294,1.0,446092.0,0.0,0.0,0.0,1,0,1,2,2,-0.8707813141674926,1.1861632188658187,2,0
C04955,30,Male,Yerevan,Employed,PhD,632006.0,2025-06-15,2025,199,60.0,2291183.0,38186.38333333333,1.0,2168255.0,1.0,21227958.0,0.0,1,1,1,3,2,1.950435095233896,0.9682457553758561,0,-1
C03382,22,Female,Yerevan,Employed,Master,423912.0,2025-02-17,2025,317,144.0,4461362.0,30981.680555555555,1.0,509956.0,1.0,800818.0,0.0,1,1,1,3,2,0.1287870596206557,1.8497884659707313,2,2
C01489,43,Female,Lori,Employed,Master,628587.0,2024-08-18,2024,500,84.0,2326778.0,27699.738095238095,1.0,660187.0,0.0,0.0,0.0,1,0,1,2,0,0.2787564868257667,-0.2557265558527697,0,0
C00499,27,Female,Gegharkunik,Self-employed,Master,206173.0,2025-06-15,2025,199,0.0,0.0,0.0,1.0,4972800.0,1.0,11068405.0,0.0,1,1,0,2,0,-0.18872998419199483,0.057110965411880175,1,0
C04355,26,Male,Yerevan,Employed,Bachelor,342147.0,2025-04-08,2025,267,72.0,2107836.0,29275.5,1.0,678064.0,1.0,247157.0,0.0,1,1,1,3,2,-0.19897625340902528,1.1520372848404106,1,2
C03246,41,Male,Syunik,Retired,Unknown,328360.0,2020-03-09,2020,2123,0.0,0.0,0.0,1.0,218467.0,1.0,1663028.0,0.0,1,1,0,2,0,-0.6361789461926246,-0.4969818558051436,1,0
C02573,38,Male,Yerevan,Employed,PhD,559417.0,2021-02-18,2021,1777,48.0,565868.0,11788.916666666666,1.0,131962.0,0.0,0.0,0.0,1,0,1,2,0,-0.18686379836417433,-0.29880079926610803,1,0
C02601,50,Male,Yerevan,Self-employed,Bachelor,242013.0,2022-02-13,2022,1417,54.0,912922.0,16905.962962962964,0.0,0.0,2.0,2095764.0,0.0,0,1,1,2,0,-0.5936462254906595,-0.743558715926047,1,0
C03289,52,Female,Yerevan,Employed,Master,857834.0,2025-05-04,2025,241,36.0,2092007.0,58111.305555555555,2.0,22988590.0,1.0,1205802.0,0.0,1,1,1,3,1,3.9149943403650913,-1.8932769204172704,0,2
C04423,27,Male,Shirak,Unemployed,Secondary,114035.0,2022-06-14,2022,1296,48.0,586127.0,12210.979166666666,1.0,282851.0,1.0,705480.0,0.0,1,1,1,3,0,-0.8763561902178924,0.8819417181401039,1,2
C02146,27,Female,Tavush,Unemployed,Bachelor,399928.0,2023-03-07,2023,1030,270.0,7055663.0,26132.085185185184,1.0,1722000.0,2.0,3232880.0,0.0,1,1,1,3,2,0.642785104226634,2.072056538539163,2,2
C01611,36,Female,Yerevan,Self-employed,Secondary,432961.0,2022-12-02,2022,1125,216.0,9026986.0,41791.601851851854,1.0,2649600.0,1.0,488057.0,0.0,1,1,1,3,2,1.0006650913612238,1.9050779052703104,2,2
C02352,23,Unknown,Yerevan,Student,Bachelor,284042.0,2023-05-26,2023,950,144.0,3927419.0,27273.743055555555,1.0,770280.0,1.0,1986108.0,0.0,1,1,1,3,2,-0.1434223549643381,1.7212177903683417,1,2
C04202,29,Male,Yerevan,Self-employed,Bachelor,244496.0,2020-04-24,2020,2077,0.0,0.0,0.0,2.0,2150604.0,0.0,0.0,0.0,1,0,0,1,0,-1.5344908288476222,-0.4201967859299595,1,1
C03249,34,Male,Yerevan,Employed,Bachelor,202247.0,2023-08-26,2023,858,186.0,5054763.0,27176.145161290322,1.0,617486.0,0.0,0.0,0.0,1,0,1,2,2,-0.723892280046881,0.9351945110401935,2,0
C01023,25,Female,Yerevan,Self-employed,Master,405476.0,2025-10-05,2025,87,0.0,0.0,0.0,1.0,1007580.0,0.0,0.0,0.0,1,0,0,1,0,-1.336282697909001,-0.17954734117736737,1,1
C02298,49,Female,Ararat,Employed,Bachelor,649113.0,2020-10-13,2020,1905,42.0,2513015.0,59833.69047619047,1.0,4730400.0,1.0,13074360.0,0.0,1,1,1,3,1,2.183280932741715,-0.2533755489715284,0,2
C04897,30,Female,Lori,Self-employed,Secondary,619601.0,2021-02-18,2021,1777,0.0,0.0,0.0,1.0,3809745.0,1.0,3672412.0,0.0,1,1,0,2,0,0.34257781168156437,-0.22061245611694172,1,0
C02705,44,Female,Kotayk,Retired,Bachelor,62787.0,2025-09-30,2025,92,36.0,406986.0,11305.166666666666,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.8712017340785538,-0.9393531463175254,1,1
C03079,30,Female,Lori,Retired,Bachelor,159697.0,2024-03-16,2024,655,48.0,537961.0,11207.520833333334,1.0,320038.0,0.0,0.0,0.0,1,0,1,2,0,-1.3059245397208727,0.23781167052312077,1,0
C02046,41,Female,Yerevan,Employed,Bachelor,576886.0,2021-10-17,2021,1536,0.0,0.0,0.0,2.0,24470049.0,1.0,21289310.0,0.0,1,1,0,2,1,3.573895332064428,-2.0259906143646633,0,-1
C00666,19,Male,Syunik,Employed,Vocational,157554.0,2021-12-30,2021,1462,12.0,175215.0,14601.25,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-2.150305093037777,0.32451858893558844,1,1
C03951,29,Male,Yerevan,Employed,Master,241361.0,2022-08-07,2022,1242,0.0,0.0,0.0,0.0,0.0,2.0,2069173.0,0.0,0,1,0,1,0,-1.644868178178089,-0.25725841303487623,1,1
C02654,28,Female,Shirak,Self-employed,Bachelor,542922.0,2020-06-17,2020,2023,0.0,0.0,0.0,1.0,126130.0,1.0,2797498.0,0.0,1,1,0,2,0,-0.31178045735412574,0.14963252463649312,1,0
C01927,27,Unknown,Yerevan,Employed,Bachelor,272257.0,2021-12-16,2021,1476,210.0,8376678.0,39888.94285714286,0.0,0.0,1.0,5098482.0,0.0,0,1,1,2,2,-0.19248113445373988,2.070156555013775,2,0
C04276,45,Male,Yerevan,Student,PhD,577572.0,2020-12-23,2020,1834,36.0,2516732.0,69909.22222222222,1.0,1635862.0,0.0,0.0,0.0,1,0,1,2,0,0.3087322095365559,-0.3725891754602575,0,0
C02182,34,Male,Yerevan,Employed,Bachelor,359645.0,2023-06-19,2023,926,66.0,1759147.0,26653.742424242424,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.230981785263105,-0.21271993639741177,1,1
C01018,31,Unknown,Syunik,Employed,Master,368762.0,2020-07-18,2020,1992,198.0,5965159.0,30127.065656565657,1.0,1173553.0,1.0,943375.0,0.0,1,1,1,3,2,0.36980634742168833,1.6555408796789632,2,2
C00558,28,Female,Lori,Self-employed,Bachelor,301233.0,2022-05-23,2022,1318,30.0,596302.0,19876.733333333334,0.0,0.0,1.0,2456191.0,0.0,0,1,1,2,0,-0.8871339095246167,0.3558100025044537,2,0
C02415,51,Male,Kotayk,Employed,Bachelor,260956.0,2022-03-17,2022,1385,102.0,2189844.0,21469.058823529413,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.1027448163544398,-1.0042361697646933,1,1
C01208,32,Female,Yerevan,Retired,Bachelor,87598.0,2025-06-27,2025,187,0.0,0.0,0.0,0.0,0.0,1.0,403528.0,0.0,0,1,0,1,0,-2.0569748904105323,-0.3845736005280835,1,1
C03868,32,Male,Gegharkunik,Employed,Master,301233.0,2025-08-25,2025,128,198.0,8759678.0,44240.79797979798,1.0,2403600.0,0.0,0.0,0.0,1,0,1,2,2,-0.03552480663634718,1.6674431539008183,2,0
C02672,51,Female,Yerevan,Employed,Bachelor,159500.0,2022-12-23,2022,1104,78.0,1475344.0,18914.666666666668,0.0,0.0,1.0,1806488.0,1.0,0,1,1,2,0,-0.7465119423622231,-0.6561376304536455,1,0
C04380,57,Female,Lori,Self-employed,Master,664205.0,2025-01-23,2025,342,0.0,0.0,0.0,1.0,3594780.0,2.0,13443512.0,0.0,1,1,0,2,1,1.5170802845640268,-1.5843894602400088,0,4
C01511,44,Female,Yerevan,Employed,Master,440682.0,2020-12-02,2020,1855,30.0,1836496.0,61216.53333333333,1.0,5998082.0,0.0,0.0,0.0,1,0,1,2,0,0.34545114767588525,-0.710116070217162,1,0
C04288,43,Female,Yerevan,Employed,Master,462450.0,2020-12-31,2020,1826,216.0,9844207.0,45575.03240740741,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2,-0.14226563385717952,0.964062053476368,2,1
C00246,31,Male,Yerevan,Student,Bachelor,311615.0,2024-08-30,2024,488,180.0,5059897.0,28110.53888888889,0.0,0.0,1.0,619580.0,0.0,0,1,1,2,2,-0.5428303809148686,1.1096984242097054,2,0
C01164,63,Male,Yerevan,Employed,Vocational,369167.0,2023-04-05,2023,1001,12.0,566264.0,47188.666666666664,1.0,9032400.0,0.0,0.0,0.0,1,0,1,2,1,0.7517287153828612,-2.1765479561183514,0,0
C04400,52,Male,Yerevan,Student,Secondary,161341.0,2024-05-12,2024,598,12.0,145033.0,12086.083333333334,0.0,0.0,1.0,24797153.75,0.0,0,1,1,2,0,0.47680667614559585,-0.787970105979662,0,0
C00267,39,Male,Yerevan,Employed,Master,340799.0,2020-06-04,2020,2036,156.0,6515878.0,41768.44871794872,1.0,1817760.0,1.0,12243033.0,0.0,1,1,1,3,2,1.2125329677795136,1.4057341906584708,2,2
C03075,29,Female,Yerevan,Employed,Bachelor,241841.0,2025-03-14,2025,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-2.3215554153768845,-0.7254850179383823,1,3
C01115,23,Male,Yerevan,Employed,Master,362045.0,2022-09-17,2022,1201,0.0,0.0,0.0,0.0,0.0,1.0,1142267.0,0.0,0,1,0,1,0,-1.5202676829655322,0.01885286594479792,1,1
C00064,65,Female,Yerevan,Retired,Bachelor,137842.0,2023-07-02,2023,913,36.0,491133.0,13642.583333333334,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.2671540539826844,-2.072719213350218,1,1
